"MS1.MS2" "AT" "BE" "BG" "CH" "CY" "CZ" "DE" "DK" "EE" "EL" "ES" "FI" "FR" "HR" "HU" "IE" "IS" "IT" "LI" "LT" "LU" "LV" "ME" "MK" "MT" "NL" "NO" "PL" "PT" "RO" "SE" "SI" "SK" "TR" "UK"
"LV-FR" 0 0 0 0 0 0 647955.989144912 0 0 0 0 0 425570.897201032 0 0 0 0 0 0 158071.570015406 0 110513.765095968 0 0 0 0 0 356995.332963307 0 0 0 0 0 0 0
"LV-HR" 0 0 0 0 0 0 0 0 0 0 0 0 0 116840.320173896 176921.141416477 0 0 0 0 227139.698041134 0 72553.2064316473 0 0 0 0 0 594011.365161054 0 0 0 0 215090.75869471 0 0
"LV-HU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 120895.941298619 0 0 0 0 235104.057135721 0 72233.7829951326 0 0 0 0 0 588639.888901417 0 0 0 0 126529.319036179 0 0
"LV-IE" 0 0 0 0 0 0 0 170221.879676701 0 0 0 0 0 0 0 142575.146001675 0 0 0 0 0 231269.149912134 0 0 0 0 0 0 0 0 362435.541383132 0 0 0 149403.711572376
"LV-IS" 0 0 0 0 0 0 0 0 9838.90696348682 0 0 0 0 0 0 0 221183.518842551 0 0 0 0 52889.5600576484 0 0 0 0 316233.33737095 0 0 0 410508.38500482 0 0 0 0
"LV-IT" 293462.335788037 0 0 0 0 195721.807150635 0 0 0 0 0 0 0 3318.79646255522 0 0 0 5919.10109996935 0 163053.907140053 0 83504.7223067028 0 0 0 0 0 535360.599903605 0 0 0 82899.324958427 0 0 0
"LV-LI" 47931.1125406282 0 0 0 0 16201.8108178986 543207.171590653 0 0 0 0 0 0 0 0 0 0 0 3851.79607594006 189381.685126722 0 92550.2056732498 0 0 0 0 0 482175.189310541 0 0 0 0 0 0 0
"LV-LT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 111601.149261311 0 69574.0376356368 0 0 0 0 0 0 0 0 0 0 0 0 0
"LV-LU" 0 0 0 0 0 0 687208.130691701 0 0 0 0 0 0 0 0 0 0 0 0 135418.809649839 17693.8751899497 129239.014571016 0 0 0 0 0 277135.060837186 0 0 0 0 0 0 0
"LV-LV" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 160942.21897601 0 0 0 0 0 0 0 0 0 0 0 0 0
"LV-ME" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 272841.650358404 0 0 0 0 257940.447355316 0 56778.3989671532 69127.8878100236 0 0 0 0 546134.924140259 0 168.214803283881 0 0 104336.6653548 0 0
"LV-MK" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36901.7857833207 0 0 0 0 279294.779012656 0 51335.4594517296 0 75941.5020751468 0 0 0 571287.249775851 0 371155.413906353 0 0 0 0 0
"LV-MT" 0 0 0 0 0 0 0 0 0 0 0 0 0 86384.9881923252 270002.910514586 0 0 617277.778879462 0 230348.16010143 0 73130.5724429255 0 0 6063.83327618398 0 0 612381.253787233 0 0 0 0 131448.022763633 0 0
"LV-NL" 0 0 0 0 0 0 481653.664919017 0 0 0 0 0 0 0 0 0 0 0 0 11933.9099416698 0 175866.839130281 0 0 0 2586.94444503866 0 0 0 0 0 0 0 0 0
"LV-NO" 0 0 0 0 0 0 0 0 8238.00149300727 0 0 0 0 0 0 0 0 0 0 0 0 53136.9510934984 0 0 0 0 157754.016997688 0 0 0 390921.276920808 0 0 0 0
"LV-PL" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 172155.201618484 0 79149.7507385132 0 0 0 0 0 345985.640540294 0 0 0 0 0 0 0
"LV-PT" 0 34660.5031158686 0 0 0 0 689970.799693481 0 0 0 261303.68458059 0 655478.229062506 0 0 0 0 0 0 134871.238931392 34845.1517367461 129039.583376591 0 0 0 0 0 261409.835740458 190678.601505807 0 0 0 0 0 0
"LV-RO" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 249394.034992383 0 51861.9219517005 0 0 0 0 0 0 0 175722.735303001 0 0 0 0 0
"LV-SE" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 54585.8925992089 0 0 0 0 0 0 0 0 888.18263598779 0 0 0 0
"LV-SI" 258455.31107373 0 0 0 0 161997.440037512 0 0 0 0 0 0 0 0 0 0 0 0 0 168675.02737314 0 82149.8789157101 0 0 0 0 0 559152.588958348 0 0 0 65644.5135775006 0 0 0
"LV-SK" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 227624.85628612 0 73016.9891357406 0 0 0 0 0 601583.327258665 0 0 0 0 73164.7714552 0 0
"LV-TR" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 133359.137687046 0 86794.7223812544 0 0 0 0 0 0 0 0 0 0 0 283078.493884229 0
"LV-UK" 0 0 0 0 0 0 0 31053.1424048517 0 0 0 0 0 0 0 0 0 0 0 0 0 238650.661896335 0 0 0 0 0 0 0 0 249872.01837046 0 0 0 151734.621868411
"ME-AT" 143539.174913123 0 0 0 0 0 0 0 0 0 0 0 0 139923.989242335 0 0 0 0 0 0 0 0 68398.0264796649 0 0 0 0 0 0 0 0 65545.046617578 0 0 0
"ME-BE" 167794.582426234 3137.80578097643 0 0 0 0 492147.935434085 0 0 0 0 0 0 57700.9518073692 0 0 0 29323.4559776588 0 0 6105.50997788321 0 65599.995115045 0 0 0 0 0 0 0 0 167026.149458798 0 0 0
"ME-BG" 0 0 202816.891717647 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 65513.4123205583 0 0 0 0 0 0 0 0 0 0 0 0
"ME-CH" 0 0 0 14170.1394581643 0 0 0 0 0 0 0 0 0 357514.829070326 0 0 0 211197.717199289 0 0 0 0 56284.3004578499 0 0 0 0 0 0 0 0 0 0 0 0
"ME-CY" 0 0 0 0 34523.8489436634 0 0 0 0 417208.961670744 0 0 0 0 0 0 0 0 0 0 0 0 37704.3921418892 188386.916197276 0 0 0 0 0 0 0 0 0 678040.613514947 0
"ME-CZ" 126075.339189498 0 0 0 0 123368.40039994 0 0 0 0 0 0 0 87935.3175839922 220064.174538152 0 0 0 0 0 0 0 57738.4270508817 0 0 0 0 0 0 0 0 0 0 0 0
"ME-DE" 233053.151980418 0 0 0 0 0 338519.448274013 0 0 0 0 0 0 111177.693019547 0 0 0 0 0 0 0 0 68503.5343620529 0 0 0 0 0 0 0 0 89338.0324068384 0 0 0
"ME-DK" 179032.668474852 0 0 0 0 244162.812094469 402614.691967532 12916.4876399058 0 0 0 0 0 99203.4605366607 176387.234758182 0 0 0 0 0 0 0 56249.3233454012 0 0 0 0 0 0 0 0 0 0 0 0
"ME-EE" 0 0 0 0 0 0 0 0 77324.1413566191 0 0 0 0 0 273853.833157117 0 0 0 0 236856.982607135 0 203912.015990967 69192.7604853853 0 0 0 0 550490.62485792 0 0 0 0 104899.00299756 0 0
"ME-EL" 0 0 0 0 0 0 0 0 0 227564.470336086 0 0 0 0 0 0 0 0 0 0 0 0 40026.6320828302 96381.5205342575 0 0 0 0 0 0 0 0 0 0 0
"ME-ES" 0 0 0 0 0 0 0 0 0 0 445249.907010508 0 76074.2186838241 10030.5557008987 0 0 0 233197.404954841 0 0 0 0 63504.9848165108 0 0 0 0 0 0 0 0 0 0 0 0
"ME-FI" 0 0 0 0 0 0 0 0 5160.35871550525 0 0 1037.9370364347 0 0 239489.538029601 0 0 0 0 149941.120839861 0 123694.136402168 70280.6605813655 0 0 0 0 556149.034890337 0 0 0 0 127723.450087335 0 0
"ME-FR" 0 0 0 0 0 0 0 0 0 0 0 0 321755.12852345 154803.493537923 0 0 0 432105.804379322 0 0 0 0 64412.4272367731 0 0 0 0 0 0 0 0 0 0 0 0
"ME-HR" 0 0 0 0 0 0 0 0 0 0 0 0 0 15504.1209951145 0 0 0 0 0 0 0 0 68710.2914768476 0 0 0 0 0 0 0 0 0 0 0 0
"ME-HU" 0 0 0 0 0 0 0 0 0 0 0 0 0 1061.62202207642 135893.604001641 0 0 0 0 0 0 0 76900.66295322 0 0 0 0 0 0 0 0 0 0 0 0
"ME-IE" 76799.5029162284 0 0 0 0 0 231149.627434065 0 0 0 0 0 508775.626611894 165075.148917109 0 138784.205523032 0 219195.053380533 0 0 0 0 62877.3161474764 0 0 0 0 0 0 0 0 73581.5827340897 0 0 235965.855736916
"ME-IS" 257878.385681627 0 0 0 0 7166.88474857598 46203.2584985865 0 0 0 0 0 0 164134.05791664 0 0 166699.356186791 0 0 0 0 0 68273.0014650266 0 0 0 0 0 0 0 0 42353.4186587088 0 0 0
"ME-IT" 0 0 0 0 0 0 0 0 0 0 0 0 0 19354.1159948053 0 0 0 136546.979447765 0 0 0 0 61818.3713904472 0 0 0 0 0 0 0 0 0 0 0 0
"ME-LI" 52780.3960302337 0 0 19255.3704973114 0 0 0 0 0 0 0 0 0 121859.558193899 0 0 0 235068.398211543 6389.21419433609 0 0 0 59589.1121386231 0 0 0 0 0 0 0 0 11874.2561654531 0 0 0
"ME-LT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 273411.042871913 0 0 0 0 127494.573340442 0 0 69204.2817379629 0 0 0 0 551219.339660021 0 0 0 0 105197.849528778 0 0
"ME-LU" 140683.828419469 0 0 0 0 0 402918.462918195 0 0 0 0 0 33043.5204502998 89787.8097508285 0 0 0 86669.5066872006 0 0 28848.603386395 0 64666.4764106999 0 0 0 0 0 0 0 0 122601.496162637 0 0 0
"ME-LV" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 272841.650358404 0 0 0 0 257940.447355316 0 56778.3989671532 69127.8878100236 0 0 0 0 546134.924140259 0 168.214803283881 0 0 104336.6653548 0 0
"ME-ME" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 64565.5405665777 0 0 0 0 0 0 0 0 0 0 0 0
"ME-MK" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37635.5332310022 91976.9676366508 0 0 0 0 0 0 0 0 0 0 0
"ME-MT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 605828.636934809 0 0 0 0 65756.1608989206 0 5706.84305182031 0 0 0 0 0 0 0 0 0 0
"ME-NL" 176444.027044489 0 0 0 0 0 693131.584204366 0 0 0 0 0 0 106611.832492405 0 0 0 0 0 0 0 0 68927.5052820266 0 0 46188.6380341905 0 0 0 0 0 94072.6325233385 0 0 0
"ME-NO" 0 0 0 0 0 199143.908638159 0 0 0 0 0 0 0 78600.8668819613 254496.445778139 0 0 0 0 0 0 0 60141.5560247293 0 0 0 301581.620207824 583466.797059173 0 0 406903.027031667 0 79942.1806657335 0 0
"ME-PL" 0 0 0 0 0 0 0 0 0 0 0 0 0 7421.24147521375 230570.552440542 0 0 0 0 0 0 0 75759.2144772601 0 0 0 0 235956.954170833 0 0 0 0 161573.901738845 0 0
"ME-PT" 0 0 0 0 0 0 0 0 0 0 858728.96522418 0 10884.6095323108 12089.5399620004 0 0 0 364336.663164721 0 0 0 0 64588.4358347732 0 0 0 0 0 99636.333827695 0 0 0 0 0 0
"ME-RO" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 58156.0074066376 0 0 0 0 0 0 294392.21795389 0 0 0 0 0
"ME-SE" 0 0 0 0 0 118984.313045761 0 0 0 0 0 0 0 115543.401518518 208271.549016509 0 0 0 0 0 0 0 82369.1791168388 0 0 0 0 715162.979152837 0 0 339699.276696047 0 144803.442688736 0 0
"ME-SI" 0 0 0 0 0 0 0 0 0 0 0 0 0 115265.521898343 0 0 0 0 0 0 0 0 65738.0802920913 0 0 0 0 0 0 0 0 56236.1003633862 0 0 0
"ME-SK" 0 0 0 0 0 0 0 0 0 0 0 0 0 3659.03700578485 227135.650495654 0 0 0 0 0 0 0 75197.215938752 0 0 0 0 0 0 0 0 0 72243.9653538659 0 0
"ME-TR" 0 0 312893.99523686 0 0 0 0 0 0 45105.7140599507 0 0 0 0 0 0 0 0 0 0 0 0 68417.6903552807 5417.97182252619 0 0 0 0 0 0 0 0 0 204146.617623973 0
"ME-UK" 158485.916016076 244904.58787604 0 0 0 0 440605.572619528 0 0 0 0 0 0 85483.0557390233 0 0 0 42686.4069516249 0 0 57203.5173568032 0 65140.3770554138 0 0 0 0 0 0 0 0 146424.457170424 0 0 241767.212624001
"MK-AT" 157375.166044019 0 0 0 0 0 0 0 0 0 0 0 0 178384.853081611 0 0 0 0 0 0 0 0 19775.859642625 82604.3949312336 0 0 0 0 0 0 0 56674.2336960072 0 0 0
"MK-BE" 195791.588750692 141095.825282349 0 0 0 0 504023.818131446 0 0 0 0 0 0 99514.7480411902 0 0 0 0 0 0 0 0 110002.041569435 86109.4901880174 0 0 0 0 0 0 0 153790.114034842 0 0 0
"MK-BG" 0 0 183960.090344329 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 106249.546844153 0 0 0 0 0 0 0 0 0 0 0
"MK-CH" 0 0 0 13378.96693621 0 0 0 0 0 0 0 0 0 365654.183104867 0 0 0 210101.047329689 0 0 0 0 11133.268713109 91890.9273958303 0 0 0 0 0 0 0 0 0 0 0
"MK-CY" 0 0 0 0 34445.9851622818 0 0 0 0 126923.454597489 0 0 0 0 0 0 0 0 0 0 0 0 0 92032.4929161373 0 0 0 0 0 0 0 0 0 675847.016374671 0
"MK-CZ" 104198.211239896 0 0 0 0 129432.527454571 0 0 0 0 0 0 0 11534.5428391141 255728.522387577 0 0 0 0 0 0 0 0 70942.7286654194 0 0 0 0 0 0 0 0 0 0 0
"MK-DE" 251007.232838955 0 0 0 0 0 346036.801523015 0 0 0 0 0 0 182801.872484358 0 0 0 0 0 0 0 0 19212.9600638707 82671.2081434774 0 0 0 0 0 0 0 52752.3487619334 0 0 0
"MK-DK" 18371.0303834348 0 0 0 0 281056.27259187 404098.328227516 41998.8633231814 0 0 0 0 0 8412.37904804755 243250.5117539 0 0 0 0 0 0 0 0 72099.8424499993 0 0 0 9388.07788232001 0 0 0 0 85663.3833338163 0 0
"MK-EE" 0 0 0 0 0 0 0 0 80201.1752670096 0 0 0 0 0 1111.71442963495 0 0 0 0 266915.418034115 0 189086.874000449 0 76731.444294155 0 0 0 438836.319453051 0 378773.572926708 0 0 0 0 0
"MK-EL" 0 0 0 0 0 0 0 0 0 115159.941266004 0 0 0 0 0 0 0 0 0 0 0 0 0 57970.4843930476 0 0 0 0 0 0 0 0 0 0 0
"MK-ES" 0 0 0 0 0 0 0 0 0 0 396465.193804494 0 52797.5025493346 0 0 0 0 334651.041465773 0 0 0 0 0 97829.515284417 0 0 0 0 0 0 0 0 0 0 0
"MK-FI" 0 0 0 0 0 0 0 0 114377.40169164 0 0 2687.66484213554 0 0 69585.3522003993 0 0 0 0 226782.903922956 0 70660.7414799731 0 72928.2732593222 0 0 0 582495.410319501 0 341754.658259089 0 0 36389.5708510641 0 0
"MK-FR" 0 0 0 0 0 0 0 0 0 0 0 0 310951.020073555 34157.2537161595 0 0 0 450929.376488337 0 0 0 0 82455.8931031698 85759.7441126573 0 0 0 0 0 0 0 0 0 0 0
"MK-HR" 0 0 0 0 0 0 0 0 0 0 0 0 0 14511.2773402228 0 0 0 0 0 0 0 0 119054.855341086 84812.5677576229 0 0 0 0 0 0 0 0 0 0 0
"MK-HU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 122383.690567616 0 0 0 0 0 0 0 0 76646.2628720846 0 0 0 0 0 0 0 0 0 0 0
"MK-IE" 103654.475662751 0 0 0 0 0 229373.670522696 0 0 0 0 0 508775.31200521 91298.9450428195 0 139030.484754648 0 182215.202742884 0 0 0 0 128932.373345441 86380.6542649662 0 0 0 0 0 0 0 121045.845634651 0 0 381187.781460317
"MK-IS" 190501.574986447 0 0 0 0 236869.806345692 483548.194584328 0 0 0 0 0 0 124545.015472851 212505.312206287 0 1343.77795309522 0 0 0 0 0 0 65232.0376357976 0 0 0 0 0 0 0 0 0 0 0
"MK-IT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 145308.767350471 0 0 0 0 38370.4336314226 98847.5897929933 0 0 0 0 0 0 0 0 0 0 0
"MK-LI" 52518.4467435893 0 0 19248.1044508796 0 0 0 0 0 0 0 0 0 117131.083027915 0 0 0 235738.999789362 6331.37953688116 0 0 0 132673.995655812 90339.4556531977 0 0 0 0 0 0 0 22904.7023285798 0 0 0
"MK-LT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 44731.2621988999 0 0 0 0 156969.786237297 0 0 0 73944.5068072475 0 0 0 549343.448388756 0 364999.040856433 0 0 0 0 0
"MK-LU" 177178.026698617 0 0 0 0 0 414471.106702931 0 0 0 0 0 23381.3419572716 46346.5832062222 0 0 0 26955.4677902712 0 0 28680.1032414242 0 5202.51576773278 86180.9731455416 0 0 0 0 0 0 0 173304.213800457 0 0 0
"MK-LV" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36901.7857833207 0 0 0 0 279294.779012656 0 51335.4594517296 0 75941.5020751468 0 0 0 450157.923802637 0 371155.413906353 0 0 0 0 0
"MK-ME" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13277.7272970107 91976.9676366508 0 0 0 0 0 0 0 0 0 0 0
"MK-MK" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 83022.3512595684 0 0 0 0 0 0 0 0 0 0 0
"MK-MT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 111146.598323204 5650.06698351947 0 0 0 0 0 0 0 0 0 0
"MK-NL" 238940.086222206 0 0 0 0 0 636325.439887251 0 0 0 0 0 0 166187.708637093 0 0 0 0 0 0 0 0 43671.3618353281 82540.0906862168 0 47065.8385798229 0 0 0 0 0 69835.7596355324 0 0 0
"MK-NO" 0 0 0 0 0 83743.6981170035 0 20201.2916968187 0 0 0 0 0 0 217303.174074271 0 0 0 0 0 0 0 0 76880.2662917689 0 0 279854.235080595 597276.869450695 0 0 392725.183916329 0 147360.167409182 0 0
"MK-PL" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 232077.858261901 0 0 0 0 0 0 0 0 72858.6314971413 0 0 0 277800.90174505 0 88468.5986022515 0 0 104699.109615648 0 0
"MK-PT" 0 0 0 0 0 0 0 0 0 0 841047.247823736 0 70369.2561640109 0 0 0 0 250445.479844708 0 0 0 0 0 98718.8768647427 0 0 0 0 96312.5153040745 0 0 0 0 0 0
"MK-RO" 0 0 135853.291742751 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 91067.8960578648 0 0 0 0 0 293522.075611646 0 0 0 0 0
"MK-SE" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 233273.061729658 0 0 0 0 0 0 0 0 72641.8939723254 0 0 0 595832.606655111 0 21830.3536086616 28040.66980292 0 151010.531931726 0 0
"MK-SI" 0 0 0 0 0 0 0 0 0 0 0 0 0 110129.993106335 0 0 0 0 0 0 0 0 120953.895904667 85495.4532951819 0 0 0 0 0 0 0 57712.4298109097 0 0 0
"MK-SK" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 238994.715555403 0 0 0 0 0 0 0 0 74774.4495071455 0 0 0 0 0 20170.4688033223 0 0 55354.8728054526 0 0
"MK-TR" 0 0 57471.7808368331 0 0 0 0 0 0 226193.594483782 0 0 0 0 0 0 0 0 0 0 0 0 0 107148.410457237 0 0 0 0 0 0 0 0 0 97042.6603156905 0
"MK-UK" 198113.58308558 241917.424936734 0 0 0 0 493196.60786578 0 0 0 0 0 0 104473.240872151 0 0 0 0 0 0 13563.0828542429 0 107673.113141366 86119.1245449389 0 0 0 0 0 0 0 156065.455539719 0 0 13204.1408678565
"MT-AT" 129276.017489315 0 0 0 0 0 0 0 0 0 0 0 0 64541.4590579258 0 0 0 889079.096859316 0 0 0 0 0 0 7187.30668576576 0 0 0 0 0 0 109068.856804701 0 0 0
"MT-BE" 0 166089.340706549 0 141617.176659279 0 0 0 0 0 0 0 0 264624.001968102 0 0 0 0 125291.272266367 0 0 0 0 0 0 8196.14126524914 0 0 0 0 0 0 0 0 0 0
"MT-BG" 0 0 202744.300438962 0 0 0 0 0 0 276517.285569201 0 0 0 0 0 0 0 0 0 0 0 0 0 67810.7304463556 5713.79043911584 0 0 0 0 0 0 0 0 0 0
"MT-CH" 0 0 0 28827.6000525288 0 0 0 0 0 0 0 0 0 0 0 0 0 130346.701073685 0 0 0 0 0 0 8124.31037778298 0 0 0 0 0 0 0 0 0 0
"MT-CY" 0 0 0 0 63249.2994909558 0 0 0 0 6238.24414836267 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8665.70867550317 0 0 0 0 0 0 0 0 0 0
"MT-CZ" 257816.930792564 0 0 0 0 91973.6697196578 0 0 0 0 0 0 0 157402.509497833 0 0 0 804915.826617963 0 0 0 0 0 0 6771.6628437826 0 0 0 0 0 0 132634.622802413 0 0 0
"MT-DE" 53503.3367483101 0 0 0 0 0 306.383053178408 0 0 0 0 0 0 0 0 0 0 1117985.45857329 0 0 0 0 0 0 7883.03249607174 0 0 0 0 0 0 0 0 0 0
"MT-DK" 114136.786478047 0 0 0 0 0 752671.354321524 5960.8445876745 0 0 0 0 0 0 0 0 0 1078845.55277311 0 0 0 0 0 0 7827.6066664765 0 0 0 0 0 0 0 0 0 0
"MT-EE" 0 0 0 0 0 0 0 0 4763.399077605 0 0 0 0 6409.72379826284 265471.206761934 0 0 710101.818969444 0 216424.481182497 0 200882.488879524 0 0 6096.67085645621 0 0 585887.600232591 0 0 0 0 155948.697719855 0 0
"MT-EL" 0 0 0 0 0 0 0 0 0 5712.23359378718 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6604.39140795443 0 0 0 0 0 0 0 0 0 0
"MT-ES" 0 0 0 0 0 0 0 0 0 0 76384.0331913061 0 0 0 0 0 0 10665.5691054106 0 0 0 0 0 0 10135.9136058262 0 0 0 0 0 0 0 0 0 0
"MT-FI" 0 0 0 0 0 110137.685988816 0 0 36397.3310021826 0 0 3961.02633214422 0 7751.17549698033 187326.036385765 0 0 704312.411372451 0 0 0 81005.0051476238 0 0 6308.0006860981 0 0 510936.699801883 0 0 0 0 130916.097829308 0 0
"MT-FR" 0 0 0 0 0 0 0 0 0 0 0 0 4345.02116593619 0 0 0 0 62091.4589167306 0 0 0 0 0 0 13804.9741345074 0 0 0 0 0 0 0 0 0 0
"MT-HR" 0 0 0 0 0 0 0 0 0 0 0 0 0 9824.50342343519 0 0 0 760184.882097385 0 0 0 0 0 0 6402.02981755436 0 0 0 0 0 0 0 0 0 0
"MT-HU" 0 0 0 0 0 0 0 0 0 0 0 0 0 6091.90804067108 173453.097888278 0 0 717529.421067722 0 0 0 0 0 0 6028.60493698666 0 0 0 0 0 0 0 0 0 0
"MT-IE" 0 0 0 0 0 0 0 0 0 0 0 0 1411027.3348723 0 0 3911.60504452575 0 65561.2694372333 0 0 0 0 0 0 13792.0854556336 0 0 0 0 0 0 0 0 0 84304.623005901
"MT-IS" 0 194243.840433456 0 161333.079500301 0 0 0 0 0 0 0 0 314746.681008787 0 0 0 153241.126406961 123937.652151684 0 0 0 0 0 0 8235.9950128507 12472.0860160152 0 0 0 0 0 0 0 0 136069.532365513
"MT-IT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100230.809400973 0 0 0 0 0 0 7905.67778230064 0 0 0 0 0 0 0 0 0 0
"MT-LI" 0 0 0 80893.0762025624 0 0 0 0 0 0 0 0 0 0 0 0 0 1080872.16340228 9585.7563364516 0 0 0 0 0 7983.00563529416 0 0 0 0 0 0 0 0 0 0
"MT-LT" 0 0 0 0 0 0 0 0 0 0 0 0 0 2951.24925367006 272677.016818992 0 0 695371.637622959 0 123909.472981419 0 0 0 0 6053.18226673541 0 0 606424.963137827 0 0 0 0 134173.675764753 0 0
"MT-LU" 0 0 0 211015.863953618 0 0 35710.8933812264 0 0 0 0 0 202351.743596084 0 0 0 0 129377.205645719 0 0 38152.7686999506 0 0 0 8133.12354390235 0 0 0 0 0 0 0 0 0 0
"MT-LV" 0 0 0 0 0 0 0 0 0 0 0 0 0 5537.57644970987 270002.910514586 0 0 692095.778721876 0 230348.16010143 0 73130.5724429255 0 0 6063.83327618398 0 0 612381.253787233 0 0 0 0 131448.022763633 0 0
"MT-ME" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 53906.8490164383 0 0 0 0 65756.1608989206 0 5706.84305182031 0 0 0 0 0 0 0 0 0 0
"MT-MK" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 111146.598323204 5650.06698351947 0 0 0 0 0 0 0 0 0 0
"MT-MT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13955.9782264236 0 0 0 0 0 0 0 0 0 0
"MT-NL" 0 0 0 142565.203666048 0 0 388488.442059495 0 0 0 0 0 46135.48282363 0 0 0 0 118567.063056912 0 0 0 0 0 0 8047.68342379752 1283.30059189207 0 0 0 0 0 0 0 0 0
"MT-NO" 106086.065032402 0 0 0 0 7044.9689333138 782357.387192646 100.074762477711 0 0 0 0 0 0 0 0 0 1068048.22265134 0 0 0 0 0 0 7593.51417360573 0 16966.9127728606 0 0 0 0 0 0 0 0
"MT-PL" 0 0 0 0 0 36781.4540310221 0 0 0 0 0 0 0 1729.37072280914 195874.220307417 0 0 725222.591113288 0 0 0 0 0 0 6246.91147256642 0 0 219624.177920006 0 0 0 0 193921.712543857 0 0
"MT-PT" 0 0 0 0 0 0 0 0 0 0 566147.988404357 0 0 0 0 0 0 0 0 0 0 0 0 0 9840.54541998864 0 0 0 93256.8190536263 0 0 0 0 0 0
"MT-RO" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8159.40332728204 0 0 0 0 0 0 5628.2621804341 0 0 0 0 278899.960828388 0 0 0 0 0
"MT-SE" 240234.931161828 0 0 0 0 249621.879449533 76884.8534167988 22114.7790164759 0 0 0 0 0 136380.743901302 0 0 0 842022.034199166 0 0 0 0 0 0 6967.515707753 0 0 389180.316236572 0 0 364175.917627387 84834.277856178 0 0 0
"MT-SI" 0 0 0 0 0 0 0 0 0 0 0 0 0 333.472021231222 0 0 0 872227.41377437 0 0 0 0 0 0 6889.57021054081 0 0 0 0 0 0 69077.2621845025 0 0 0
"MT-SK" 0 0 0 0 0 0 0 0 0 0 0 0 0 2276.53712434127 268849.527808245 0 0 693806.359456753 0 0 0 0 0 0 6083.40565689295 0 0 0 0 0 0 0 77606.520577615 0 0
"MT-TR" 0 0 0 0 0 0 0 0 0 133893.311170822 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6693.48603826711 0 0 0 0 0 0 0 0 12078.4166739368 0
"MT-UK" 0 0 0 12656.0313781294 0 0 0 0 0 0 0 0 686480.563737837 0 0 0 0 553829.446079902 0 0 0 0 0 0 8530.35746297342 0 0 0 0 0 0 0 0 0 281991.524163615
"NL-AT" 94716.158533195 0 0 0 0 0 638789.671568758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 47600.099162246 0 0 0 0 0 0 0 0 0
"NL-BE" 0 71058.3685623575 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 87457.9753656635 0 0 0 0 0 0 0 0 0
"NL-BG" 210483.129773783 0 25611.7866528803 0 0 85646.0524419068 609811.118318342 0 0 0 0 0 0 0 257718.411487951 0 0 0 0 0 0 0 0 0 0 48468.9593990117 0 0 0 14281.4100181437 0 0 0 0 0
